month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,2.6337874939096655,7.283648129020331,0.422191517674371,0.29615193683934204,2.1948430929518046,0.10676608343229942,0.01895477239836631,1.6142203469845036,7.728567171645815,0.5359363946322494,2.2778432692267794,0.2378789142347222,0.08057092223472187,-0.03902051526477671,0.011629094096373043
2,3.0291236292367967,6.357039735582243,0.8539034166436922,0.3015549999760582,2.3890908534928204,0.14472552940382943,0.030763642607019092,1.4652374538205324,6.564524659691869,0.5121483474996472,2.052574360939721,0.21501555216241955,0.07300114616241962,-0.024422510699497836,0
3,3.298454729911469,10.282182154060253,0.7942736343170209,0.27141260889230834,4.4023644028676925,0.4170678711166901,0.10480404040087024,1.5199935400799995,1.9538479406105744,0.5347221289294393,2.006357320076156,0.22667721128154278,0.07719093328154288,-0.9212958963102418,0
4,3.7885142518992563,5.870810333258722,1.233022278347609,0.23789534185361258,4.718400483856086,0.4689461329123829,0.1403944846811897,1.5315616647419696,2.455191454770713,0.5069408730693234,1.704067034443585,0.17832677023593824,0.07762474723593812,-0.4948154739629957,0
5,4.659002959540176,4.3961064593825405,1.7527879619299314,0.2916666870779689,3.5230999305233914,0.32302418758631085,0.08982580907654351,1.5737171611023792,4.07087898171494,0.5341822666067307,1.6665610760406078,0.14829767359936408,0.03561520059936387,-0.41649349405977576,0
6,4.766071715086296,3.5188096948823153,2.0407925709180987,0.30499332318636324,3.718032184755912,0.23105613246559675,0.05925782488995837,1.5642797898989789,4.490439853227758,0.5568871642466353,1.605290443660391,0.1871621725277235,0.06255579852772342,-0.13906613717179045,0
7,5.634888885983437,3.4553928766239137,3.198027362109488,0.3243793888711321,3.0273863106613397,0.12036032886738424,0.007499866492566054,1.5859897579818263,4.972938365025712,0.6459512945779102,1.9983597515144036,0.21320391208296954,0.07844227708296954,-0.020728748255295602,0
8,5.102958752241772,4.262878086205266,2.590485123060473,0.31752930969607074,2.105587826808821,0.11095479839350182,0.014994892061609486,1.5371069047335626,5.822516141087662,0.6654481607839535,2.2954532637727962,0.20869842351459494,0.07979500551459487,-0.015185966411124359,0
9,4.38675950728374,3.3676887458591986,1.7402790028014277,0.32033504378171523,1.9268267481345125,0.06561896425264496,0.0,1.567463532853401,7.099880879916226,0.6019938013201868,2.2406160016440935,0.20172164632218262,0.07744088632218264,0,0
10,3.339277363014399,5.86850359418134,1.1006392910124234,0.29773732826195853,1.462667744678588,0.19761571468045477,0.044017950287306616,1.6399631819459566,6.01190399824558,0.5628705036670015,2.302133905485881,0.2135209038936178,0.07858186989361773,-0.05636086344943513,0
11,2.2757599329247094,6.276514034023993,0.2970021994402837,0.2933198425317468,2.1620009657595243,0.03748079371568203,0.004170422582257949,1.6086313762097244,8.038287966714611,0.5023694849662346,1.7118416956706481,0.20254819669762675,0.07219301569762669,0,0.0002378241230740132
12,2.5712869126927704,5.971782796878373,0.41170983890171114,0.300199110704128,2.486663765611238,0.0797767971579269,0.0,1.6462441141018906,7.662269777261854,0.5235520369685109,1.9160019259765353,0.20180687772819997,0.08095891072819993,0,0
